직함,나이,학력,코딩 경력(년),ML 경력(년),Python,R,SQL,C,C#,C++,Java,Javascript,Bash,PHP,MATLAB,Julia,Go,Scikit-learn,TensorFlow,Keras,PyTorch,Fast.ai,Xgboost,LightGBM,CatBoost,Caret,Tidymodels,JAX,PyTorch Lightning,Huggingface,Linear/Logistic Regression,Decision Trees/Random Forests,"Gradient Boosting (XGB, LGBM)",Bayesian Approaches,Evolutionary Approaches,Dense Neural Networks (MLP),CNN,GAN,RNN,"Transformer (BERT, GPT)","Autoencoder (DAE, VAE)",Graph Neural Networks,연봉 (USD)
Data Scientist,35-39,Doctoral degree,10-20 years,5-10 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"150,000-199,999"
Machine Learning/ MLops Engineer,25-29,Master’s degree,3-5 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,, Keras , PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,"15,000-19,999"
Data Engineer,55-59,Master’s degree,5-10 years,4-5 years,Python,R,,,,,,,,,,,,,,, PyTorch ,,, LightGBM ,,,,,, Huggingface ,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,"70,000-79,999"
Machine Learning/ MLops Engineer,35-39,I prefer not to answer,1-3 years,1-2 years,Python,,SQL,C,,,,,,,,,,  Scikit-learn ,,,, Fast.ai ,,,,,,,, Huggingface ,Linear or Logistic Regression,,,,,,,,,,,,
Machine Learning/ MLops Engineer,25-29,I prefer not to answer,3-5 years,3-4 years,Python,,,,,,,,,,,,,  Scikit-learn ,,, PyTorch ,,,,,,,,,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"5,000-7,499"
Data Scientist,18-21,Some college/university study without earning a bachelor’s degree,< 1 years,I do not use machine learning methods,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
Data Scientist,30-34,Master’s degree,10-20 years,5-10 years,Python,,SQL,,,,,Javascript,Bash,,,,,  Scikit-learn ,,, PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"150,000-199,999"
Data Scientist,22-24,Bachelor’s degree,1-3 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost , LightGBM , CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"20,000-24,999"
Data Engineer,25-29,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,,,,
Data Scientist,25-29,Master’s degree,5-10 years,5-10 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,, PyTorch Lightning ,,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,"60,000-69,999"
Data Engineer,22-24,Bachelor’s degree,3-5 years,2-3 years,Python,,SQL,,,C++,Java,Javascript,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch , Fast.ai ,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,,,,,"7,500-9,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Professional doctorate,< 1 years,I do not use machine learning methods,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,000-2,999"
Data Scientist,30-34,Master’s degree,5-10 years,5-10 years,Python,,,,,,,,,,,,,,,, PyTorch ,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,"70,000-79,999"
Data Scientist,25-29,Master’s degree,5-10 years,5-10 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,,, Caret , Tidymodels ,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,"50,000-59,999"
Machine Learning/ MLops Engineer,22-24,Bachelor’s degree,5-10 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,,,,,, Huggingface ,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,,"Transformer Networks (BERT, gpt-3, etc)",,,
Data Scientist,35-39,Doctoral degree,3-5 years,3-4 years,Python,,,C,,,Java,,,,MATLAB,,,,  TensorFlow , Keras , PyTorch ,,,,,,,,,,,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,"15,000-19,999"
Data Scientist,45-49,Master’s degree,< 1 years,Under 1 year,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,Graph Neural Networks,$0-999
Data Scientist,35-39,Master’s degree,5-10 years,3-4 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,, CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"40,000-49,999"
Data Scientist,35-39,Master’s degree,5-10 years,5-10 years,Python,R,SQL,,,,,,Bash,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,,,, JAX , PyTorch Lightning , Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,Generative Adversarial Networks,,,"Autoencoder Networks (DAE, VAE, etc)",,"150,000-199,999"
Data Scientist,30-34,Doctoral degree,5-10 years,3-4 years,Python,,SQL,,,,,,Bash,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,"1,000-1,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Bachelor’s degree,< 1 years,I do not use machine learning methods,Python,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,25-29,Master’s degree,5-10 years,4-5 years,Python,,SQL,,,,Java,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,"150,000-199,999"
Machine Learning/ MLops Engineer,22-24,No formal education past high school,5-10 years,3-4 years,Python,,,,C#,,,Javascript,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,,,,,,,,,,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"30,000-39,999"
Data Scientist,55-59,Master’s degree,20+ years,5-10 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,, CatBoost ,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"150,000-199,999"
Machine Learning/ MLops Engineer,45-49,Master’s degree,20+ years,3-4 years,Python,,,,C#,,,,,,,,,,,, PyTorch ,,,,,,,,, Huggingface ,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,"50,000-59,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
Data Scientist,25-29,Master’s degree,3-5 years,4-5 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,, Keras ,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,"10,000-14,999"
Machine Learning/ MLops Engineer,25-29,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,, Keras ,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Bachelor’s degree,3-5 years,1-2 years,,,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,$0-999
Data Scientist,45-49,Doctoral degree,20+ years,5-10 years,Python,,SQL,,,C++,,,Bash,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,, Xgboost , LightGBM ,,,,, PyTorch Lightning , Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,Generative Adversarial Networks,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)","Autoencoder Networks (DAE, VAE, etc)",,"150,000-199,999"
Data Scientist,35-39,Master’s degree,5-10 years,5-10 years,Python,,SQL,,,,,,,,,,,,,,,,,, CatBoost ,,,,,,,Decision Trees or Random Forests,,,,,,,,,,,
Data Scientist,30-34,Master’s degree,3-5 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,,,,,,,,, Huggingface ,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,Recurrent Neural Networks,,,,"80,000-89,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Master’s degree,1-3 years,Under 1 year,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"20,000-24,999"
Data Scientist,30-34,Master’s degree,1-3 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,Graph Neural Networks,"25,000-29,999"
Machine Learning/ MLops Engineer,40-44,Master’s degree,3-5 years,10-20 years,Python,,,,,,,,Bash,,,,,  Scikit-learn ,,, PyTorch , Fast.ai ,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,,,,,"60,000-69,999"
Data Scientist,25-29,Master’s degree,3-5 years,3-4 years,Python,,SQL,,,,Java,Javascript,,,,,,  Scikit-learn ,,, PyTorch , Fast.ai ,,,,,,, PyTorch Lightning , Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"50,000-59,999"
Data Scientist,50-54,Master’s degree,1-3 years,Under 1 year,Python,,SQL,,,,,Javascript,,,,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",Convolutional Neural Networks,,Recurrent Neural Networks,,,,"25,000-29,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",35-39,No formal education past high school,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,000-14,999"
Data Engineer,30-34,Bachelor’s degree,1-3 years,Under 1 year,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,,,,,,,,,,Linear or Logistic Regression,,,Bayesian Approaches,,,Convolutional Neural Networks,,,,,Graph Neural Networks,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Master’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,3-5 years,2-3 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,, Keras ,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"10,000-14,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",35-39,Bachelor’s degree,1-3 years,I do not use machine learning methods,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$0-999
Machine Learning/ MLops Engineer,25-29,Master’s degree,3-5 years,4-5 years,Python,R,SQL,,,,,,Bash,,,,,  Scikit-learn ,,, PyTorch ,,,,,,,,, Huggingface ,Linear or Logistic Regression,,,,,"Dense Neural Networks (MLPs, etc)",,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,"60,000-69,999"
Data Scientist,22-24,Master’s degree,1-3 years,Under 1 year,Python,R,,,,,Java,,,,MATLAB,,,  Scikit-learn ,  TensorFlow ,,,,,,,,,,,,Linear or Logistic Regression,,,Bayesian Approaches,,,,,,,,,$0-999
Data Scientist,25-29,Master’s degree,< 1 years,Under 1 year,Python,,SQL,,,,,,,,MATLAB,,,  Scikit-learn ,  TensorFlow ,,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,"Dense Neural Networks (MLPs, etc)",,,,,,,"15,000-19,999"
Data Scientist,30-34,Master’s degree,3-5 years,3-4 years,Python,R,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,"20,000-24,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Doctoral degree,< 1 years,Under 1 year,Python,R,SQL,,,,,Javascript,Bash,,,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost , LightGBM , CatBoost , Caret ,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,,,,$0-999
Data Engineer,30-34,I prefer not to answer,1-3 years,Under 1 year,Python,,SQL,,,,,Javascript,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Doctoral degree,3-5 years,3-4 years,Python,R,,,,,,,,,,,,,,,,,,,, Caret , Tidymodels ,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,"Dense Neural Networks (MLPs, etc)",,,,,,,$0-999
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Doctoral degree,20+ years,4-5 years,Python,R,SQL,C,,C++,,,Bash,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"300,000-499,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Some college/university study without earning a bachelor’s degree,I have never written code,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"60,000-69,999"
Data Engineer,40-44,I prefer not to answer,5-10 years,I do not use machine learning methods,Python,,SQL,,,,,,Bash,PHP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"30,000-39,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Some college/university study without earning a bachelor’s degree,< 1 years,Under 1 year,Python,,SQL,,,,,Javascript,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,,,,,"7,500-9,999"
Machine Learning/ MLops Engineer,25-29,Bachelor’s degree,5-10 years,4-5 years,Python,,,,,,,,,,,,,,,, PyTorch ,,,,,,, JAX , PyTorch Lightning , Huggingface ,,,,,,"Dense Neural Networks (MLPs, etc)",,,,"Transformer Networks (BERT, gpt-3, etc)",,,"30,000-39,999"
Machine Learning/ MLops Engineer,18-21,Bachelor’s degree,1-3 years,1-2 years,Python,,,,,,,,,,,,,  Scikit-learn ,,, PyTorch ,, Xgboost , LightGBM ,,,,,, Huggingface ,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,Recurrent Neural Networks,"Transformer Networks (BERT, gpt-3, etc)",,,$0-999
Data Scientist,50-54,I prefer not to answer,10-20 years,10-20 years,Python,R,SQL,C,,,Java,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch ,, Xgboost , LightGBM ,,,,, PyTorch Lightning ,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"5,000-7,499"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",45-49,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,,Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,"150,000-199,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,3-5 years,I do not use machine learning methods,Python,,SQL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Scientist,45-49,Professional doctorate,1-3 years,2-3 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch , Fast.ai ,,,,,,, PyTorch Lightning ,,Linear or Logistic Regression,Decision Trees or Random Forests,,,,,,,Recurrent Neural Networks,,"Autoencoder Networks (DAE, VAE, etc)",,"90,000-99,999"
Data Scientist,25-29,Master’s degree,< 1 years,1-2 years,Python,,SQL,,,,,,,,,,,,  TensorFlow , Keras ,,,,,,,,,,,Linear or Logistic Regression,,,,,,Convolutional Neural Networks,,Recurrent Neural Networks,,,,"4,000-4,999"
Data Scientist,25-29,Master’s degree,1-3 years,3-4 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow , Keras , PyTorch , Fast.ai ,,,,,,,, Huggingface ,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,Generative Adversarial Networks,,"Transformer Networks (BERT, gpt-3, etc)",,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",22-24,Bachelor’s degree,< 1 years,Under 1 year,Python,,SQL,,,C++,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,,,,,,,,,,,,"7,500-9,999"
Data Scientist,25-29,Master’s degree,1-3 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,,,,,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",30-34,Master’s degree,3-5 years,1-2 years,Python,,SQL,,,,,,,,,,,  Scikit-learn ,,, PyTorch ,, Xgboost , LightGBM , CatBoost , Caret ,,,,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"125,000-149,999"
Machine Learning/ MLops Engineer,25-29,Master’s degree,5-10 years,5-10 years,Python,,SQL,,,,Java,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,, Xgboost ,, CatBoost ,,,, PyTorch Lightning ,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,"Dense Neural Networks (MLPs, etc)",,Generative Adversarial Networks,,,"Autoencoder Networks (DAE, VAE, etc)",,"150,000-199,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",40-44,Bachelor’s degree,1-3 years,Under 1 year,Python,,SQL,,,,,,Bash,PHP,,,,,  TensorFlow ,,,,,,,,,,,,,,,,,,,Generative Adversarial Networks,,,,,
Data Engineer,22-24,Professional doctorate,1-3 years,1-2 years,Python,,,,,C++,Java,,,,MATLAB,,,  Scikit-learn ,  TensorFlow , Keras ,,, Xgboost ,,,,,,,,,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,Convolutional Neural Networks,,,"Transformer Networks (BERT, gpt-3, etc)",,,"7,500-9,999"
"Data Analyst (Business, Marketing, Financial, Quantitative, etc)",25-29,Bachelor’s degree,< 1 years,I do not use machine learning methods,Python,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,000-3,999"
Machine Learning/ MLops Engineer,25-29,Master’s degree,1-3 years,1-2 years,Python,,,,,,,,,,,,,  Scikit-learn ,, Keras ,,,,,,,,,,,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,Evolutionary Approaches,,Convolutional Neural Networks,,,,,,"3,000-3,999"
Data Scientist,35-39,Bachelor’s degree,10-20 years,5-10 years,Python,,,,,,,,,,,,,  Scikit-learn ,,,,, Xgboost ,,,,,,,,Linear or Logistic Regression,,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,,,,,,,
Data Scientist,25-29,Bachelor’s degree,3-5 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,, Keras ,,, Xgboost , LightGBM ,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",,,,,,,,,,"7,500-9,999"
Data Scientist,25-29,Master’s degree,1-3 years,2-3 years,Python,,,,,,,,,,,,,  Scikit-learn ,  TensorFlow ,, PyTorch ,, Xgboost ,,,,,,,,Linear or Logistic Regression,Decision Trees or Random Forests,"Gradient Boosting Machines (xgboost, lightgbm, etc)",Bayesian Approaches,,,Convolutional Neural Networks,,Recurrent Neural Networks,,"Autoencoder Networks (DAE, VAE, etc)",,"5,000-7,499"
